<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,D,19940214,000000,1.1469,1.1782,1.1395,1.1469,70719284,0
AAPL.US,D,19940215,000000,1.1395,1.1632,1.1233,1.1508,37375688,0
AAPL.US,D,19940216,000000,1.1632,1.1632,1.1395,1.1395,35143529,0
AAPL.US,D,19940217,000000,1.1544,1.1744,1.1233,1.1469,41804518,0
AAPL.US,D,19940218,000000,1.131,1.1469,1.1233,1.1233,42933483,0
AAPL.US,D,19940222,000000,1.1233,1.1632,1.1088,1.1544,61797124,0
AAPL.US,D,19940223,000000,1.1544,1.1853,1.1469,1.1544,75035214,0
AAPL.US,D,19940224,000000,1.1469,1.1544,1.1233,1.1347,56984454,0
AAPL.US,D,19940225,000000,1.1469,1.1544,1.1011,1.1161,68206499,0
AAPL.US,D,19940228,000000,1.1233,1.1469,1.1161,1.131,35662867,0
AAPL.US,D,19940301,000000,1.1395,1.1395,1.1088,1.1233,61019729,0
AAPL.US,D,19940302,000000,1.0926,1.1233,1.0775,1.1038,84715408,0
AAPL.US,D,19940303,000000,1.1088,1.1233,1.1011,1.1088,54281357,0
AAPL.US,D,19940304,000000,1.1161,1.1632,1.1088,1.1395,65332446,0
AAPL.US,D,19940307,000000,1.1469,1.1817,1.1395,1.1744,89395828,0
AAPL.US,D,19940308,000000,1.1782,1.1782,1.1395,1.1469,53584610,0
AAPL.US,D,19940309,000000,1.1347,1.1632,1.1161,1.1632,71580542,0
AAPL.US,D,19940310,000000,1.1544,1.1655,1.1395,1.1544,41404520,0
AAPL.US,D,19940311,000000,1.1469,1.1706,1.1395,1.1544,46610738,0
AAPL.US,D,19940314,000000,1.1931,1.1931,1.1706,1.1817,127213430,0
AAPL.US,D,19940315,000000,1.1853,1.1853,1.1544,1.1655,58910156,0
AAPL.US,D,19940316,000000,1.1632,1.1706,1.131,1.1395,42385118,0
AAPL.US,D,19940317,000000,1.1395,1.1469,1.1233,1.131,44994687,0
AAPL.US,D,19940318,000000,1.1395,1.1395,1.1088,1.1286,64419568,0
AAPL.US,D,19940321,000000,1.1286,1.131,1.0926,1.1011,70996696,0
AAPL.US,D,19940322,000000,1.0926,1.1011,1.0689,1.085,69935440,0
AAPL.US,D,19940323,000000,1.0926,1.1011,1.0613,1.0888,62406776,0
AAPL.US,D,19940324,000000,1.0888,1.0926,1.0541,1.0728,54171672,0
AAPL.US,D,19940325,000000,1.0775,1.0775,1.0154,1.0154,98969574,0
